title,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,season,episode
The One with the Boob Job,dialogue,MIKE,No.,No.,,,,,9,16
The One with the Boob Job,dialogue,PHOEBE,Me neither. I think I need to be with someone who wants what I want.,Me neither. I think I need to be with someone who wants what I want.,,,,,9,16
The One with the Boob Job,dialogue,MIKE,But I don't want this to end.,But I don't want this to end.,,,,,9,16
The One with the Boob Job,dialogue,PHOEBE,I don't want it to end either.,I don't want it to end either.,,,,,9,16
The One with the Boob Job,dialogue,MIKE,I can't believe this is gonna end. I guess I'll have my stuff packed up.,I can't believe this is gonna end. I guess I'll have my stuff packed up.,,,,,9,16
The One with the Boob Job,dialogue,PHOEBE,Yeah.,Yeah.,,,,,9,16
The One with the Boob Job,dialogue,MIKE,Ok... so...(They hug) Goodbye.,Ok... so... Goodbye.,(They hug),,,,9,16
The One with the Boob Job,dialogue,"CHANDLER, JOEY, RACHEL, MONICA",Bye bye Mike!/Cya mike!/Bye mike!/Bye bye now!,Bye bye Mike!/Cya mike!/Bye mike!/Bye bye now!,,,,,9,16
The One with the Boob Job,dialogue,RACHEL,I'm so sorry Pheebs.,I'm so sorry Pheebs.,,,,,9,16
The One with the Boob Job,dialogue,MONICA,We're all sorry... (They have a group hug),We're all sorry...,(They have a group hug),,,,9,16
The One with the Boob Job,dialogue,CHANDLER,"Ah, look on the bright side, I mean you won't have to live with this ugly chair! That was here already huh? I love you. (they hug again)","Ah, look on the bright side, I mean you won't have to live with this ugly chair! That was here already huh? I love you.",(they hug again),,,,9,16
The One with the Boob Job,scene_note,,,,,,,Scene: Joey's apartment. Joey is struggling with the fridge. He finally gets it open and falls on the floor,9,16
The One with the Boob Job,dialogue,JOEY,"AH HAH! I DID IT! HA HA! Alright... (He takes a box out, about to close fridge, then thinks.) Better take all I can carry. Who knows when i'll be able to get in here again!",AH HAH! I DID IT! HA HA! Alright...  Better take all I can carry. Who knows when i'll be able to get in here again!,"(He takes a box out, about to close fridge, then thinks.)",,,,9,16
The One with the Memorial Service,scene_note,,,,,,,"Scene: Ross' apartment , Chandler and Joey enter",9,17
The One with the Memorial Service,dialogue,CHANDLER,Hey! Ready to go?,Hey! Ready to go?,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"Oh yeah, let me just finish this.","Oh yeah, let me just finish this.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"Hey Ross, check this out! (he tries to spin a basketball on his fingertip but he throws it against a table) yeah, I can't do that!","Hey Ross, check this out!  yeah, I can't do that!",(he tries to spin a basketball on his fingertip but he throws it against a table),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,What are you doin'?,What are you doin'?,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"Have you seen this? It's a new alumni website for college! It's cool! You can post messages for people, let everyone know what you're up to.","Have you seen this? It's a new alumni website for college! It's cool! You can post messages for people, let everyone know what you're up to.",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Great, a faster way to tell people that I'm unemployed and childless .","Great, a faster way to tell people that I'm unemployed and childless .",,,,,9,17
The One with the Memorial Service,dialogue,ROSS,It's actually kinda interesting to find out what people are doing... remember Andrea Rich?,It's actually kinda interesting to find out what people are doing... remember Andrea Rich?,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,The tall girl who wouldn't sleep with you?,The tall girl who wouldn't sleep with you?,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"Uh uh... well, her Internet Company went under and she lost an ear in a boating accident...","Uh uh... well, her Internet Company went under and she lost an ear in a boating accident...",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,Bet she'd sleep with you now...,Bet she'd sleep with you now...,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,No... I already e-mailed her.,No... I already e-mailed her.,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Let me see what you wrote about yourself: ""Doctor Paleontology, two kids... "" (pause) You split with Carol because you have different interests?... I think you split with Carol because you've one very similar interest!","Let me see what you wrote about yourself: ""Doctor Paleontology, two kids... ""  You split with Carol because you have different interests?... I think you split with Carol because you've one very similar interest!",(pause),,,,9,17
The One with the Memorial Service,dialogue,ROSS,"You know what? I'm gonna finish this later, ok? Let me just grab my coat.","You know what? I'm gonna finish this later, ok? Let me just grab my coat.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,Hey! (he throws the basketball against a table again),Hey!,(he throws the basketball against a table again),,,,9,17
The One with the Memorial Service,dialogue,ROSS,(he picks up the ball) What do you think you learnt how to do in the last two minutes?? (he enters another room),What do you think you learnt how to do in the last two minutes??,(he picks up the ball) | (he enters another room),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Maybe we finish this for him! (he sits down on the sofa and he start typing on Ross' computer) ""Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!","Maybe we finish this for him!  ""Also I cloned a dinosaur in my lab. She's now my girlfriend. I don't care what society says. It's the best sex I've ever had""... aaand SEND!",(he sits down on the sofa and he start typing on Ross' computer),,,,9,17
The One with the Memorial Service,dialogue,JOEY,"(he stops Chandler from posting the message) No, no, no... what do... you can't do that to him!","No, no, no... what do... you can't do that to him!",(he stops Chandler from posting the message),,,,9,17
The One with the Memorial Service,dialogue,ROSS,"(he comes back) Alright, let's go!","Alright, let's go!",(he comes back),,,,9,17
The One with the Memorial Service,dialogue,JOEY,Dude! (he opens his arms to receive the ball from Ross' hands),Dude!,(he opens his arms to receive the ball from Ross' hands),,,,9,17
The One with the Memorial Service,dialogue,ROSS,I think you made it clear you cannot be trusted with the ball inside the house!,I think you made it clear you cannot be trusted with the ball inside the house!,,,,,9,17
The One with the Memorial Service,dialogue,JOEY,(after Ross leaves the room) aaand SEND! (he hits the send button),aaand SEND!,(after Ross leaves the room) | (he hits the send button),,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Joey and Rachel's apartment,9,17
The One with the Memorial Service,dialogue,RACHEL,Hey! How was basketball?,Hey! How was basketball?,,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"Oh, it was a lot of fun right up until Chandler got a finger in the eye!","Oh, it was a lot of fun right up until Chandler got a finger in the eye!",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Oh, no! Who did that?","Oh, no! Who did that?",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,Chandler... hey... (he goes towards his room but he stops near Emma's cot) Rach... what's Hugsy doin' in the crib with Emma? (he looks puzzled),Chandler... hey...  Rach... what's Hugsy doin' in the crib with Emma?,(he goes towards his room but he stops near Emma's cot) | (he looks puzzled),,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?","She was just crawling around and she found him, so I just let her sleep with him. That's all right? Isn't it?",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"(still very puzzled) Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!","Oh, yeah... of course... yeah... it's a stuffed animal... you know... it's for kids... not for adults... I know that!",(still very puzzled),,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Joey... are you sure? I mean, I know how much you love him!","Joey... are you sure? I mean, I know how much you love him!",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount...","Rachel... let's be clear on this, ok? I do not love Hugsy. I like him a normal amount...",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"All right... Oh, Emma loves him!","All right... Oh, Emma loves him!",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,Why wouldn't she? He's a wonderful person!,Why wouldn't she? He's a wonderful person!,,,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Central Perk,9,17
The One with the Memorial Service,dialogue,PHOEBE,Hi.,Hi.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Hey Phoebe... how you doin'? You feelin' better?,Hey Phoebe... how you doin'? You feelin' better?,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Breaking up sucks! Oh, I really miss Mike!","Breaking up sucks! Oh, I really miss Mike!",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Oh, I'm so sorry!","Oh, I'm so sorry!",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!! (pause) Hey Monica, I really need your help getting through this...","Oh God, I tried everything to make myself feel better. I even tried writing a song about it... but... I can't think of anything that rhymes with AARRGGHH!!  Hey Monica, I really need your help getting through this...",(pause),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,You're not gonna need my help?,You're not gonna need my help?,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you.","Well no, when I get to the point where... you know... I'm ready to hear cruel mocking jokes about Mike... I'm gonna come to you.",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth (he goes towards the counter)","Oh good, 'cause I've already thought of 3... 4! I've just thought of a fourth",(he goes towards the counter),,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.","Ok. I mean I know I did the right thing. You know, Mike never wants to get married and I shouldn't be in a relationship that has no future... but... pretty soon I'm gonna miss him so much. I'm gonna wanna see him again and you have to stop me from doing that.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Ok, you got it!","Ok, you got it!",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"(after a pause) Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said.","Unless... Maybe it's too crazy about this... Alright so... you know, there is no future... but that doesn't mean we still can't have fun. You know what? Forget what I said.",(after a pause),,,,9,17
The One with the Memorial Service,dialogue,MONICA,Really? If that's what you want...,Really? If that's what you want...,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,That was a test and you just failed.,That was a test and you just failed.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Damn it! Rookie mistake!,Damn it! Rookie mistake!,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Ross enters and he's really angry. He goes towards Chandler who's sitting at the counter,,9,17
The One with the Memorial Service,dialogue,ROSS,(yelling at Chandler) I have sex with dinosaurs??,I have sex with dinosaurs??,(yelling at Chandler),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,I believe I read that somewhere!,I believe I read that somewhere!,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long... (pause) It's not funny!!","That only is not funny, it's physically impossible! Ok? Depending on the species I'd have to have a six foot long...  It's not funny!!",(pause),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,I respectfully disagree.,I respectfully disagree.,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,I can't believe you put that on my alumni page!,I can't believe you put that on my alumni page!,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,Who cares? Nobody reads those things,Who cares? Nobody reads those things,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,You'd better hope not because I just read what you put on your page today.,You'd better hope not because I just read what you put on your page today.,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,I don't have a page.,I don't have a page.,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,Oh oh oh! I RESPECTFULLY DISAGREE!!,Oh oh oh! I RESPECTFULLY DISAGREE!!,,,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Rachel's room. Rachel and Emma are sleeping; Joey sneaks in and approaches the crib,9,17
The One with the Memorial Service,dialogue,JOEY,"Look at you, all sweet and innocent, sleeping like an angel... with Emma's chubby little hands wrapped around ya. (he picks up Hugsy) It's okay, Emma, you stay asleep. (Emma cries)","Look at you, all sweet and innocent, sleeping like an angel... with Emma's chubby little hands wrapped around ya.  It's okay, Emma, you stay asleep.",(he picks up Hugsy) | (Emma cries),,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"(threatening Joey with a scrunchy): Step away from the crib, I have a weapon!",": Step away from the crib, I have a weapon!",(threatening Joey with a scrunchy),,,,9,17
The One with the Memorial Service,dialogue,JOEY,"It's okay, it's okay Rach, it's me. Put down the scrunchy.","It's okay, it's okay Rach, it's me. Put down the scrunchy.",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,What are you doing?,What are you doing?,,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"Well, I heard Emma stirring, so I came to make sure she could reach Hugsy.","Well, I heard Emma stirring, so I came to make sure she could reach Hugsy.",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Oh, oh thanks. Alright well, now that I'm up I'm going to go to the bathroom.","Oh, oh thanks. Alright well, now that I'm up I'm going to go to the bathroom.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,(placing Hugsy back in the crib) There you go sweetie... (to Emma) This isn't over.,There you go sweetie...  This isn't over.,(placing Hugsy back in the crib) | (to Emma),,,,9,17
The One with the Memorial Service,scene_note,,,,,,,"Scene: Monica and Chandler's. Chandler is looking at the screen of his laptop, shaking his head.",9,17
The One with the Memorial Service,dialogue,MONICA,"Alright, wait a second, why would Ross tell everyone in your class that you are as... (reads from the screen) ""gay as the day is long""?","Alright, wait a second, why would Ross tell everyone in your class that you are as...  ""gay as the day is long""?",(reads from the screen),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,Because I told everyone he slept with dinosaurs.,Because I told everyone he slept with dinosaurs.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,But that's clearly a joke. This could easily be true. (Phone rings),But that's clearly a joke. This could easily be true.,(Phone rings),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,Would you get that please? People have been calling to congratulate me all day.,Would you get that please? People have been calling to congratulate me all day.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"(On the phone) Hello? No, he's not here. Yeah, this is his wife. Yeah, well, it came as quite a shock to me too. I guess I should have known. Yeah, I mean, he just kept making me watch Moulin Rouge.","Hello? No, he's not here. Yeah, this is his wife. Yeah, well, it came as quite a shock to me too. I guess I should have known. Yeah, I mean, he just kept making me watch Moulin Rouge.",(On the phone),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Hang up, hang up. And that was a great movie! (Monica hangs up) I'm so gonna get back at Ross... oh yeah, this will show him, here we go (starts typing something).","Hang up, hang up. And that was a great movie!  I'm so gonna get back at Ross... oh yeah, this will show him, here we go .",(Monica hangs up) | (starts typing something),,,,9,17
The One with the Memorial Service,dialogue,MONICA,What are you doing?,What are you doing?,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Oh, you'll see my friend.","Oh, you'll see my friend.",,,,,9,17
The One with the Memorial Service,scene_note,,,,,,,"Time lapse, still Chandler and Monica's, but only Chandler is there. Enter Ross",9,17
The One with the Memorial Service,dialogue,ROSS,(visibly upset) I'm dead?,I'm dead?,(visibly upset),,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,(faking sympathy) And so young.,And so young.,(faking sympathy),,,,9,17
The One with the Memorial Service,dialogue,ROSS,Posting that I died? That really isn't funny.,Posting that I died? That really isn't funny.,,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,"Well, how you died was funny.","Well, how you died was funny.",,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"Oh please, hit by a blimp?","Oh please, hit by a blimp?",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,It kills over one americans every year.,It kills over one americans every year.,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"Unbelievable, my classmates are gonna think I'm dead, my professors, my... my parents are gonna get phone calls. You're messing with people's feelings here.","Unbelievable, my classmates are gonna think I'm dead, my professors, my... my parents are gonna get phone calls. You're messing with people's feelings here.",,,,,9,17
The One with the Memorial Service,dialogue,CHANDLER,You wanna talk about people's feelings? You should have heard how hurt professor Stern was yesterday when I told him I wouldn't be able to go with him to Key West!,You wanna talk about people's feelings? You should have heard how hurt professor Stern was yesterday when I told him I wouldn't be able to go with him to Key West!,,,,,9,17
The One with the Memorial Service,dialogue,ROSS,"You've really crossed the line here, but that's okay, it's ok 'cause I'm on my way to buy some Photoshop software and a stack of gay porn. That's right! Your coming out is about to get real graphic.","You've really crossed the line here, but that's okay, it's ok 'cause I'm on my way to buy some Photoshop software and a stack of gay porn. That's right! Your coming out is about to get real graphic.",,,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Phoebe's apartment,9,17
The One with the Memorial Service,dialogue,PHOEBE,"God, I wish Mike were here.","God, I wish Mike were here.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Okay if Mike were here what would the two of you be doing?,Okay if Mike were here what would the two of you be doing?,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Phoebe gives her a meaningful look,,9,17
The One with the Memorial Service,dialogue,MONICA,"What are you, animals? It's 4 o'clock in the afternoon!","What are you, animals? It's 4 o'clock in the afternoon!",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"I gotta call him. Just to talk to him, there's no harm in that.","I gotta call him. Just to talk to him, there's no harm in that.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Phoebe, that's how it starts. I don't need to eat the cake, I'll just smell the icing... why don't I just eat a little sliver, or, okay, just a slice or two. And next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. Phoebe, honey, I know this is hard. Look, if you talk to him, you're going to wanna see him. And if you see him, you're going to want to get back together with him. I know that's not what you want. (pause) Give me your phone.","Phoebe, that's how it starts. I don't need to eat the cake, I'll just smell the icing... why don't I just eat a little sliver, or, okay, just a slice or two. And next thing you know, you're 210 pounds and you get wedged in going down the tunnel slide. Phoebe, honey, I know this is hard. Look, if you talk to him, you're going to wanna see him. And if you see him, you're going to want to get back together with him. I know that's not what you want.  Give me your phone.",(pause),,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Here.,Here.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,And now your cell.,And now your cell.,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Okay (she takes a huge, clearly obsolete cellphone she keeps in a closet and gives it to Monica)",Okay,"(she takes a huge, clearly obsolete cellphone she keeps in a closet and gives it to Monica)",,,,9,17
The One with the Memorial Service,dialogue,MONICA,This is your cellphone?,This is your cellphone?,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Yes.,Yes.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,This is your current cellphone?,This is your current cellphone?,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Yes, it reminds me of a simpler time.","Yes, it reminds me of a simpler time.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Phoebe, where's your purse?","Phoebe, where's your purse?",,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,"They run for Phoebe's purse, Phoebe gets there first and takes the cell. Monica tries to take it away from her",,9,17
The One with the Memorial Service,dialogue,MONICA,"No, no! Give it to me!","No, no! Give it to me!",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,You can't have it.,You can't have it.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Give it to me!,Give it to me!,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,No (tucks it in her pants),No,(tucks it in her pants),,,,9,17
The One with the Memorial Service,dialogue,MONICA,I'll go in there.,I'll go in there.,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,(disbelievingly) Oh yeah.,Oh yeah.,(disbelievingly),,,,9,17
The One with the Memorial Service,dialogue,MONICA,Phoebe come here,Phoebe come here,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,"they fight a little, the phone falls and Monica picks it up",,9,17
The One with the Memorial Service,dialogue,MONICA,Haha!,Haha!,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Damn you Monica Geller hyphen Bing!,Damn you Monica Geller hyphen Bing!,,,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Joey and Rachel's. Enter Joey,9,17
The One with the Memorial Service,dialogue,JOEY,"Hey, look who's here! It's Joey, and he brought home a friend.","Hey, look who's here! It's Joey, and he brought home a friend.",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Joey, Emma's right here! You promised not to bring girls home in the middle of the day anymore.","Joey, Emma's right here! You promised not to bring girls home in the middle of the day anymore.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"No, no, it's not a girl, it's... a brand new Hugsy!","No, no, it's not a girl, it's... a brand new Hugsy!",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Oh that's so great, now Emma has two Hugsy's.","Oh that's so great, now Emma has two Hugsy's.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"No, no, Emma has one Hugsy, the new Hugsy, huh? The other Hugsy, I don't know, I guess I'll just take it back.","No, no, Emma has one Hugsy, the new Hugsy, huh? The other Hugsy, I don't know, I guess I'll just take it back.",,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Oh you know what? When I was a little girl I had a little pink pony named Cotton. Oh I loved her so much, I took her everywhere, I would braid her tail...","Oh you know what? When I was a little girl I had a little pink pony named Cotton. Oh I loved her so much, I took her everywhere, I would braid her tail...",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,Make the transfer! (She does so),Make the transfer!,(She does so),,,,9,17
The One with the Memorial Service,dialogue,RACHEL,Should I be concerned that a button fell off the old Hugsy and I can't find it?,Should I be concerned that a button fell off the old Hugsy and I can't find it?,,,,,9,17
The One with the Memorial Service,dialogue,JOEY,"Oh, no don't worry about that, I swallowed that years ago.","Oh, no don't worry about that, I swallowed that years ago.",,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Emma cries,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Oh, I don't think she likes the new Hugsy.","Oh, I don't think she likes the new Hugsy.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,But he's the same.,But he's the same.,,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Yeah, I think she wants the old one back.","Yeah, I think she wants the old one back.",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,But he's the same.,But he's the same.,,,,,9,17
The One with the Memorial Service,dialogue,RACHEL,"Joey, come on!","Joey, come on!",,,,,9,17
The One with the Memorial Service,dialogue,JOEY,He's the same!,He's the same!,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,(they exchange Hugsy's),,9,17
The One with the Memorial Service,dialogue,JOEY,(to the new Hugsy) You're not the same!,You're not the same!,(to the new Hugsy),,,,9,17
The One with the Memorial Service,scene_note,,,,,,,Scene: Phoebe's apartment. Enter Monica,9,17
The One with the Memorial Service,dialogue,MONICA,Haha!,Haha!,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"You know, it's a lot less surprising to do that after I've buzzed you into the building.","You know, it's a lot less surprising to do that after I've buzzed you into the building.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"So Phoebe, why are there men's shoes by the door.","So Phoebe, why are there men's shoes by the door.",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Those are my shoes.,Those are my shoes.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Oh, when you get over this breakup we need to go shopping.","Oh, when you get over this breakup we need to go shopping.",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Monica, I really appreciate you checking in on me, but I'm actually feeling a lot better. Yeah, I just kinda want to be alone right now.","Monica, I really appreciate you checking in on me, but I'm actually feeling a lot better. Yeah, I just kinda want to be alone right now.",,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Someone knocks on the door,,9,17
The One with the Memorial Service,dialogue,MONICA,Who's that? (goes to open door),Who's that?,(goes to open door),,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,I ordered Chinese food.,I ordered Chinese food.,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Monica opens the door and Mike is standing at the doorway,,9,17
The One with the Memorial Service,dialogue,PHOEBE,What are the chances? 1 billion Chinese people and they send Mike!?,What are the chances? 1 billion Chinese people and they send Mike!?,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,(To Mike) What are you doing here?,What are you doing here?,(To Mike),,,,9,17
The One with the Memorial Service,dialogue,MIKE,Phoebe called me.,Phoebe called me.,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Phoebe!,Phoebe!,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"I'm sorry, I broke down... I wanted to see him.","I'm sorry, I broke down... I wanted to see him.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Damnit Phoebe! How did you even call him?,Damnit Phoebe! How did you even call him?,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,There is a speakerphone on the base unit...,There is a speakerphone on the base unit...,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Base Unit! Think Monica! Think!,Base Unit! Think Monica! Think!,,,,,9,17
The One with the Memorial Service,dialogue,MIKE,"Look, if I wanna see Phoebe and she wants to see...","Look, if I wanna see Phoebe and she wants to see...",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,(to Mike) This doesn't concern you!!,This doesn't concern you!!,(to Mike),,,,9,17
The One with the Memorial Service,dialogue,MIKE,"Oh! Sorry, I guess I was thrown off by the mention of my name!","Oh! Sorry, I guess I was thrown off by the mention of my name!",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Look, guys, you can't do this, it's just going to make getting over each other, that much harder.","Look, guys, you can't do this, it's just going to make getting over each other, that much harder.",,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Not if nothing happens. Why can't... why can't we just hang out as friends?,Not if nothing happens. Why can't... why can't we just hang out as friends?,,,,,9,17
The One with the Memorial Service,dialogue,MONICA,"Sure! If you're just gonna hang out as friends, then maybe I'll join ya. You know, I'm your friend (to Phoebe) and Mike's friend (Mike is sceptical).","Sure! If you're just gonna hang out as friends, then maybe I'll join ya. You know, I'm your friend  and Mike's friend .",(to Phoebe) | (Mike is sceptical),,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,Sit down.,Sit down.,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Phoebe and Mike sit next to each other,,9,17
The One with the Memorial Service,dialogue,MONICA,Oh wow wow wow!! Make room for your friend! (sits herself down between them),Oh wow wow wow!! Make room for your friend!,(sits herself down between them),,,,9,17
The One with the Memorial Service,dialogue,MIKE,(to Phoebe) So how've you been?,So how've you been?,(to Phoebe),,,,9,17
The One with the Memorial Service,dialogue,MONICA,I've been pretty good!,I've been pretty good!,,,,,9,17
The One with the Memorial Service,dialogue,MIKE,(to Phoebe) You look really beautiful.,You look really beautiful.,(to Phoebe),,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,"Thanks, you look good too.","Thanks, you look good too.",,,,,9,17
The One with the Memorial Service,dialogue,MONICA,Oh no no no no... this is dangerous territory. Keep it clean!,Oh no no no no... this is dangerous territory. Keep it clean!,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,So how's the piano playing going?,So how's the piano playing going?,,,,,9,17
The One with the Memorial Service,dialogue,MIKE,Actually I've been playing a lot of love songs lately. I've missed you.,Actually I've been playing a lot of love songs lately. I've missed you.,,,,,9,17
The One with the Memorial Service,dialogue,PHOEBE,I've missed you too.,I've missed you too.,,,,,9,17
The One with the Memorial Service,stage_direction,,,,,,Silence,,9,17
The One with the Memorial Service,dialogue,MONICA,"You know, on the way over here, I saw this drunk guy throw up. And then a pigeon ate it!","You know, on the way over here, I saw this drunk guy throw up. And then a pigeon ate it!",,,,,9,17
